510.0,350.0,1.4,0.2,Iris-setosa
490.0,300.0,1.4,0.2,Iris-setosa
470.0,320.0,1.3,0.2,Iris-setosa
460.0,310.0,1.5,0.2,Iris-setosa
500.0,360.0,1.4,0.2,Iris-setosa
540.0,390.0,1.7,0.4,Iris-setosa
460.0,340.0,1.4,0.3,Iris-setosa
500.0,340.0,1.5,0.2,Iris-setosa
440.0,290.0,1.4,0.2,Iris-setosa
490.0,310.0,1.5,0.1,Iris-setosa
540.0,370.0,1.5,0.2,Iris-setosa
480.0,340.0,1.6,0.2,Iris-setosa
480.0,300.0,1.4,0.1,Iris-setosa
430.0,300.0,1.1,0.1,Iris-setosa
580.0,400.0,1.2,0.2,Iris-setosa
570.0,440.0,1.5,0.4,Iris-setosa
540.0,390.0,1.3,0.4,Iris-setosa
510.0,350.0,1.4,0.3,Iris-setosa
570.0,380.0,1.7,0.3,Iris-setosa
510.0,380.0,1.5,0.3,Iris-setosa
540.0,340.0,1.7,0.2,Iris-setosa
510.0,370.0,1.5,0.4,Iris-setosa
460.0,360.0,1.0,0.2,Iris-setosa
510.0,330.0,1.7,0.5,Iris-setosa
480.0,340.0,1.9,0.2,Iris-setosa
500.0,300.0,1.6,0.2,Iris-setosa
500.0,340.0,1.6,0.4,Iris-setosa
520.0,350.0,1.5,0.2,Iris-setosa
520.0,340.0,1.4,0.2,Iris-setosa
470.0,320.0,1.6,0.2,Iris-setosa
480.0,310.0,1.6,0.2,Iris-setosa
540.0,340.0,1.5,0.4,Iris-setosa
520.0,410.0,1.5,0.1,Iris-setosa
550.0,420.0,1.4,0.2,Iris-setosa
490.0,310.0,1.5,0.1,Iris-setosa
500.0,320.0,1.2,0.2,Iris-setosa
550.0,350.0,1.3,0.2,Iris-setosa
490.0,310.0,1.5,0.1,Iris-setosa
440.0,300.0,1.3,0.2,Iris-setosa
510.0,340.0,1.5,0.2,Iris-setosa
500.0,350.0,1.3,0.3,Iris-setosa
450.0,230.0,1.3,0.3,Iris-setosa
440.0,320.0,1.3,0.2,Iris-setosa
500.0,350.0,1.6,0.6,Iris-setosa
510.0,380.0,1.9,0.4,Iris-setosa
480.0,300.0,1.4,0.3,Iris-setosa
510.0,380.0,1.6,0.2,Iris-setosa
460.0,320.0,1.4,0.2,Iris-setosa
530.0,370.0,1.5,0.2,Iris-setosa
500.0,330.0,1.4,0.2,Iris-setosa
700.0,320.0,4.7,1.4,Iris-versicolor
640.0,320.0,4.5,1.5,Iris-versicolor
690.0,310.0,4.9,1.5,Iris-versicolor
550.0,230.0,4.0,1.3,Iris-versicolor
650.0,280.0,4.6,1.5,Iris-versicolor
570.0,280.0,4.5,1.3,Iris-versicolor
630.0,330.0,4.7,1.6,Iris-versicolor
490.0,240.0,3.3,1.0,Iris-versicolor
660.0,290.0,4.6,1.3,Iris-versicolor
520.0,270.0,3.9,1.4,Iris-versicolor
500.0,200.0,3.5,1.0,Iris-versicolor
590.0,300.0,4.2,1.5,Iris-versicolor
600.0,220.0,4.0,1.0,Iris-versicolor
610.0,290.0,4.7,1.4,Iris-versicolor
560.0,290.0,3.6,1.3,Iris-versicolor
670.0,310.0,4.4,1.4,Iris-versicolor
560.0,300.0,4.5,1.5,Iris-versicolor
580.0,270.0,4.1,1.0,Iris-versicolor
620.0,220.0,4.5,1.5,Iris-versicolor
560.0,250.0,3.9,1.1,Iris-versicolor
590.0,320.0,4.8,1.8,Iris-versicolor
610.0,280.0,4.0,1.3,Iris-versicolor
630.0,250.0,4.9,1.5,Iris-versicolor
610.0,280.0,4.7,1.2,Iris-versicolor
640.0,290.0,4.3,1.3,Iris-versicolor
660.0,300.0,4.4,1.4,Iris-versicolor
680.0,280.0,4.8,1.4,Iris-versicolor
670.0,300.0,5.0,1.7,Iris-versicolor
600.0,290.0,4.5,1.5,Iris-versicolor
570.0,260.0,3.5,1.0,Iris-versicolor
550.0,240.0,3.8,1.1,Iris-versicolor
550.0,240.0,3.7,1.0,Iris-versicolor
580.0,270.0,3.9,1.2,Iris-versicolor
600.0,270.0,5.1,1.6,Iris-versicolor
540.0,300.0,4.5,1.5,Iris-versicolor
600.0,340.0,4.5,1.6,Iris-versicolor
670.0,310.0,4.7,1.5,Iris-versicolor
630.0,230.0,4.4,1.3,Iris-versicolor
560.0,300.0,4.1,1.3,Iris-versicolor
550.0,250.0,4.0,1.3,Iris-versicolor
550.0,260.0,4.4,1.2,Iris-versicolor
610.0,300.0,4.6,1.4,Iris-versicolor
580.0,260.0,4.0,1.2,Iris-versicolor
500.0,230.0,3.3,1.0,Iris-versicolor
560.0,270.0,4.2,1.3,Iris-versicolor
570.0,300.0,4.2,1.2,Iris-versicolor
570.0,290.0,4.2,1.3,Iris-versicolor
620.0,290.0,4.3,1.3,Iris-versicolor
510.0,250.0,3.0,1.1,Iris-versicolor
570.0,280.0,4.1,1.3,Iris-versicolor
630.0,330.0,6.0,2.5,Iris-virginica
580.0,270.0,5.1,1.9,Iris-virginica
710.0,300.0,5.9,2.1,Iris-virginica
630.0,290.0,5.6,1.8,Iris-virginica
650.0,300.0,5.8,2.2,Iris-virginica
760.0,300.0,6.6,2.1,Iris-virginica
490.0,250.0,4.5,1.7,Iris-virginica
730.0,290.0,6.3,1.8,Iris-virginica
670.0,250.0,5.8,1.8,Iris-virginica
720.0,360.0,6.1,2.5,Iris-virginica
650.0,320.0,5.1,2.0,Iris-virginica
640.0,270.0,5.3,1.9,Iris-virginica
680.0,300.0,5.5,2.1,Iris-virginica
570.0,250.0,5.0,2.0,Iris-virginica
580.0,280.0,5.1,2.4,Iris-virginica
640.0,320.0,5.3,2.3,Iris-virginica
650.0,300.0,5.5,1.8,Iris-virginica
770.0,380.0,6.7,2.2,Iris-virginica
770.0,260.0,6.9,2.3,Iris-virginica
600.0,220.0,5.0,1.5,Iris-virginica
690.0,320.0,5.7,2.3,Iris-virginica
560.0,280.0,4.9,2.0,Iris-virginica
770.0,280.0,6.7,2.0,Iris-virginica
630.0,270.0,4.9,1.8,Iris-virginica
670.0,330.0,5.7,2.1,Iris-virginica
720.0,320.0,6.0,1.8,Iris-virginica
620.0,280.0,4.8,1.8,Iris-virginica
610.0,300.0,4.9,1.8,Iris-virginica
640.0,280.0,5.6,2.1,Iris-virginica
720.0,300.0,5.8,1.6,Iris-virginica
740.0,280.0,6.1,1.9,Iris-virginica
790.0,380.0,6.4,2.0,Iris-virginica
640.0,280.0,5.6,2.2,Iris-virginica
630.0,280.0,5.1,1.5,Iris-virginica
610.0,260.0,5.6,1.4,Iris-virginica
770.0,300.0,6.1,2.3,Iris-virginica
630.0,340.0,5.6,2.4,Iris-virginica
640.0,310.0,5.5,1.8,Iris-virginica
600.0,300.0,4.8,1.8,Iris-virginica
690.0,310.0,5.4,2.1,Iris-virginica
670.0,310.0,5.6,2.4,Iris-virginica
690.0,310.0,5.1,2.3,Iris-virginica
580.0,270.0,5.1,1.9,Iris-virginica
680.0,320.0,5.9,2.3,Iris-virginica
670.0,330.0,5.7,2.5,Iris-virginica
670.0,300.0,5.2,2.3,Iris-virginica
630.0,250.0,5.0,1.9,Iris-virginica
650.0,300.0,5.2,2.0,Iris-virginica
620.0,340.0,5.4,2.3,Iris-virginica
590.0,300.0,5.1,1.8,Iris-virginica
